"COLECTIVO","PROGRAMA","CIF","ENTIDAD","PROYECTO","IMPORTE",,,
"PERSONAS CON DROGODEPENDENCIA","APOYO AL MANTENIMIENTO DE LOS RECURSOS ASISTENCIALES Y DE REINSERCIÓN SOCIOLABORAL","G-91397570","FUNDACIÓN CRUZ BLANCA","APOYO AL MANTENIMIENTO DE LOS RECURSOS ASISTENCIALES Y DE REINSERCIÓN SOCIAL",15587,,,
"PERSONAS CON DROGODEPENDENCIA","APOYO AL MANTENIMIENTO DE LOS RECURSOS ASISTENCIALES Y DE REINSERCIÓN SOCIOLABORAL","G-73038457","FUNDACIÓN DIAGRAMA INTERVENCIÓN PSICOSOCIAL","APOYO AL MANTENIMIENTO DE RECURSOS ASISTENCIALES Y DE REINSERCIÓN: CENTRO DE DÍA ""HELIOTROPOS""","23312,3",,,
"PERSONAS CON DROGODEPENDENCIA","APOYO AL MANTENIMIENTO DE LOS RECURSOS ASISTENCIALES Y DE REINSERCIÓN SOCIOLABORAL","G-78519303","FUNDACIÓN JUAN CIUDAD","APOYO AL MANTENIMIENTO DE LOS RECURSOS ASISTENCIALES Y DE REINSERCIÓN SOCIOLABORAL","71747,73",,,
"PERSONAS CON DROGODEPENDENCIA","APOYO AL MANTENIMIENTO DE LOS RECURSOS ASISTENCIALES Y DE REINSERCIÓN SOCIOLABORAL","G-61878831","FUNDACIÓN SALUD Y COMUNIDAD","CENTRO DE DÍA PARA DROGODEPENDIENTES","93876,38",,,
"PERSONAS CON DROGODEPENDENCIA","APOYO AL MANTENIMIENTO DE LOS RECURSOS ASISTENCIALES Y DE REINSERCIÓN SOCIOLABORAL","G-61878831","FUNDACIÓN SALUD Y COMUNIDAD","COMUNIDAD TERAPÉUTICA PARA ALCOHÓLICOS Y NUEVOS PATRONES DE CONSUMO DE DROGAS","28396,16",,,
"PERSONAS CON DROGODEPENDENCIA","APOYO AL MANTENIMIENTO DE LOS RECURSOS ASISTENCIALES Y DE REINSERCIÓN SOCIOLABORAL","G-61878831","FUNDACIÓN SALUD Y COMUNIDAD","CENTROS O SERVICIOS DE ACOGIDA INMEDIATA AL DROGODEPENDIENTE (CENTROS DE ENCUENTRO Y ACOGIDA)","33349,92",,,
"PERSONAS CON DROGODEPENDENCIA","APOYO AL MANTENIMIENTO DE LOS RECURSOS ASISTENCIALES Y DE REINSERCIÓN SOCIOLABORAL","G-61878831","FUNDACIÓN SALUD Y COMUNIDAD","PISO DE REINSERCIÓN PARA DROGODEPENDIENTES DE LA COCAÍNA Y/U OTRAS SUSTANCIAS ASOCIADAS","22443,62",,,
"PERSONAS CON DROGODEPENDENCIA","APOYO AL MANTENIMIENTO DE LOS RECURSOS ASISTENCIALES Y DE REINSERCIÓN SOCIOLABORAL","G-61878831","FUNDACIÓN SALUD Y COMUNIDAD","ATENCIÓN A DROGODEPENDIENTES AL INGRESAR EN CENTROS PENITENCIARIOS","14000,01",,,
"PERSONAS CON DROGODEPENDENCIA","APOYO AL MANTENIMIENTO DE LOS RECURSOS ASISTENCIALES Y DE REINSERCIÓN SOCIOLABORAL","G-58579806","RED ARAÑA, TEJIDO DE ENTIDADES SOCIALES POR EL EMPLEO","BRÚJULA","8118,36",,,
"PERSONAS CON DROGODEPENDENCIA","APOYO AL MANTENIMIENTO DE LOS RECURSOS ASISTENCIALES Y DE REINSERCIÓN SOCIOLABORAL","G-78005386","UNIÓN ESPAÑOLA DE ASOCIACIONES Y ENTIDADES DE ATENCIÓN AL DROGODEPENDIENTE","CENTROS DE ATENCIÓN AMBULATORIA","415141,45",,,
"PERSONAS CON DROGODEPENDENCIA","APOYO AL MANTENIMIENTO DE LOS RECURSOS ASISTENCIALES Y DE REINSERCIÓN SOCIOLABORAL","G-78005386","UNIÓN ESPAÑOLA DE ASOCIACIONES Y ENTIDADES DE ATENCIÓN AL DROGODEPENDIENTE","CENTRO DE ENCUENTRO Y ACOGIDA","284951,82",,,
"PERSONAS CON DROGODEPENDENCIA","APOYO AL MANTENIMIENTO DE LOS RECURSOS ASISTENCIALES Y DE REINSERCIÓN SOCIOLABORAL","G-78005386","UNIÓN ESPAÑOLA DE ASOCIACIONES Y ENTIDADES DE ATENCIÓN AL DROGODEPENDIENTE","COMUNIDADES TERAPÉUTICAS","274184,1",,,
"PERSONAS CON DROGODEPENDENCIA","APOYO AL MANTENIMIENTO DE LOS RECURSOS ASISTENCIALES Y DE REINSERCIÓN SOCIOLABORAL","G-78005386","UNIÓN ESPAÑOLA DE ASOCIACIONES Y ENTIDADES DE ATENCIÓN AL DROGODEPENDIENTE","CENTROS DE DÍA","333684,21",,,
"PERSONAS CON DROGODEPENDENCIA","APOYO AL MANTENIMIENTO DE LOS RECURSOS ASISTENCIALES Y DE REINSERCIÓN SOCIOLABORAL","G-78005386","UNIÓN ESPAÑOLA DE ASOCIACIONES Y ENTIDADES DE ATENCIÓN AL DROGODEPENDIENTE","VIVIENDAS DE APOYO AL TRATAMIENTO Y/O LA REINSERCIÓN","279191,61",,,
"PERSONAS CON DROGODEPENDENCIA","APOYO AL MANTENIMIENTO DE LOS RECURSOS ASISTENCIALES Y DE REINSERCIÓN SOCIOLABORAL","G-28474898","UNIÓN GENERAL DE TRABAJADORES DE ESPAÑA","INSERCIÓN SOCIOLABORAL PARA EXTOXICÓMANOS Y DE PREVENCIÓN DE LAS DROGODEPENDENCIAS EN EL MEDIO LABORAL","35022,33",,,
"PERSONAS CON DROGODEPENDENCIA","PROGRAMAS DE PREVENCIÓN EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS, ESPECIALMENTE EL ALCOHOL EN LOS MENORES, QUE PRECISEN DE INTERVENCIONES ESPECÍFICAS DIRIGIDAS A LA PROMOCIÓN DE ESTILOS DE VIDA SALUDABLES","G-59435180","ABD ASOCIACIÓN BIENESTAR Y DESARROLLO","PREVENCIÓN DEL CONSUMO DE DROGAS EN ADOLESCENTES EN RIESGO","49722,9",,,
"PERSONAS CON DROGODEPENDENCIA","PROGRAMAS DE PREVENCIÓN EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS, ESPECIALMENTE EL ALCOHOL EN LOS MENORES, QUE PRECISEN DE INTERVENCIONES ESPECÍFICAS DIRIGIDAS A LA PROMOCIÓN DE ESTILOS DE VIDA SALUDABLES","G-28545820","ACCIÓN FAMILIAR","FAMILIA Y PROMOCIÓN DE LA SALUD, (F.P.S.)","40303,53",,,
"PERSONAS CON DROGODEPENDENCIA","PROGRAMAS DE PREVENCIÓN EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS, ESPECIALMENTE EL ALCOHOL EN LOS MENORES, QUE PRECISEN DE INTERVENCIONES ESPECÍFICAS DIRIGIDAS A LA PROMOCIÓN DE ESTILOS DE VIDA SALUDABLES","G-78210150","ASOCIACIÓN CULTURAL LA KALLE","SERVICIO DE EDUCACIÓN DE CALLE","32174,03",,,
"PERSONAS CON DROGODEPENDENCIA","PROGRAMAS DE PREVENCIÓN EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS, ESPECIALMENTE EL ALCOHOL EN LOS MENORES, QUE PRECISEN DE INTERVENCIONES ESPECÍFICAS DIRIGIDAS A LA PROMOCIÓN DE ESTILOS DE VIDA SALUDABLES","G-80106438","ASOCIACIÓN DE DEPORTISTAS CONTRA LA DROGA","PREVENCIÓN DE LAS DROGODEPENDENCIAS Y EDUCACIÓN EN VALORES EN CENTROS EDUCATIVOS","28446,6",,,
"PERSONAS CON DROGODEPENDENCIA","PROGRAMAS DE PREVENCIÓN EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS, ESPECIALMENTE EL ALCOHOL EN LOS MENORES, QUE PRECISEN DE INTERVENCIONES ESPECÍFICAS DIRIGIDAS A LA PROMOCIÓN DE ESTILOS DE VIDA SALUDABLES","G-79267936","ASOCIACIÓN PROYECTO HOMBRE","INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","29021,65",,,
"PERSONAS CON DROGODEPENDENCIA","PROGRAMAS DE PREVENCIÓN EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS, ESPECIALMENTE EL ALCOHOL EN LOS MENORES, QUE PRECISEN DE INTERVENCIONES ESPECÍFICAS DIRIGIDAS A LA PROMOCIÓN DE ESTILOS DE VIDA SALUDABLES","G-79267936","ASOCIACIÓN PROYECTO HOMBRE","DESARROLLO DE UN PROGRAMA DE PREVENCIÓN FAMILIAR Y ESCOLAR EN CENTROS EDUCATIVOS: ""ENTRE TODOS""","66850,42",,,
"PERSONAS CON DROGODEPENDENCIA","PROGRAMAS DE PREVENCIÓN EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS, ESPECIALMENTE EL ALCOHOL EN LOS MENORES, QUE PRECISEN DE INTERVENCIONES ESPECÍFICAS DIRIGIDAS A LA PROMOCIÓN DE ESTILOS DE VIDA SALUDABLES","G-79267936","ASOCIACIÓN PROYECTO HOMBRE","PREVENCIÓN EN ZONAS MARGINALES DE ALTO RIESGO","34245,82",,,
"PERSONAS CON DROGODEPENDENCIA","PROGRAMAS DE PREVENCIÓN EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS, ESPECIALMENTE EL ALCOHOL EN LOS MENORES, QUE PRECISEN DE INTERVENCIONES ESPECÍFICAS DIRIGIDAS A LA PROMOCIÓN DE ESTILOS DE VIDA SALUDABLES","R-02800560-A","CÁRITAS ESPAÑOLA","PREVENCIÓN EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS, ESPECIALMENTE DE ALCOHOL EN LOS MENORES, QUE PRECISEN DE INTERVENCIONES ESPECIFICAS DIRIGIDAS A LA PROMOCIÓN DE ESTILOS DE VIDA SALUDABLE","120212,08",,,
"PERSONAS CON DROGODEPENDENCIA","PROGRAMAS DE PREVENCIÓN EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS, ESPECIALMENTE EL ALCOHOL EN LOS MENORES, QUE PRECISEN DE INTERVENCIONES ESPECÍFICAS DIRIGIDAS A LA PROMOCIÓN DE ESTILOS DE VIDA SALUDABLES","V-11231842","COORDINADORA PARA LA PREVENCIÓN DE LAS DROGODEPENDENCIAS ""ABRIL""","MODELO ABRIL","27220,44",,,
"PERSONAS CON DROGODEPENDENCIA","PROGRAMAS DE PREVENCIÓN EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS, ESPECIALMENTE EL ALCOHOL EN LOS MENORES, QUE PRECISEN DE INTERVENCIONES ESPECÍFICAS DIRIGIDAS A LA PROMOCIÓN DE ESTILOS DE VIDA SALUDABLES","Q-02866001-G","CRUZ ROJA ESPAÑOLA","ACERCAMIENTO A DROGODEPENDIENTES MARGINALES",52327,,,
"PERSONAS CON DROGODEPENDENCIA","PROGRAMAS DE PREVENCIÓN EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS, ESPECIALMENTE EL ALCOHOL EN LOS MENORES, QUE PRECISEN DE INTERVENCIONES ESPECÍFICAS DIRIGIDAS A LA PROMOCIÓN DE ESTILOS DE VIDA SALUDABLES","Q-02866001-G","CRUZ ROJA ESPAÑOLA","INTERVENCIÓN CON MENORES Y JÓVENES CONSUMIDORES DE SUSTANCIAS","57928,05",,,
"PERSONAS CON DROGODEPENDENCIA","PROGRAMAS DE PREVENCIÓN EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS, ESPECIALMENTE EL ALCOHOL EN LOS MENORES, QUE PRECISEN DE INTERVENCIONES ESPECÍFICAS DIRIGIDAS A LA PROMOCIÓN DE ESTILOS DE VIDA SALUDABLES","G-80667124","DEPORTE Y VIDA","NEXUS. PROGRAMA PARA LA PREVENCIÓN DEL CONSUMO DE DROGAS","69807,24",,,
"PERSONAS CON DROGODEPENDENCIA","PROGRAMAS DE PREVENCIÓN EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS, ESPECIALMENTE EL ALCOHOL EN LOS MENORES, QUE PRECISEN DE INTERVENCIONES ESPECÍFICAS DIRIGIDAS A LA PROMOCIÓN DE ESTILOS DE VIDA SALUDABLES","G-61096368","FUNDACIÓ CATALANA DE L'ESPLAI","PREVENCIÓN DE DROGODEPENDENCIAS ""HABILIDADES PARA LA VIDA""","26671,03",,,
"PERSONAS CON DROGODEPENDENCIA","PROGRAMAS DE PREVENCIÓN EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS, ESPECIALMENTE EL ALCOHOL EN LOS MENORES, QUE PRECISEN DE INTERVENCIONES ESPECÍFICAS DIRIGIDAS A LA PROMOCIÓN DE ESTILOS DE VIDA SALUDABLES","G-62090535","FUNDACIÓN ACCIÓN SOCIAL, EDUCACIÓN Y TIEMPO LIBRE. ESPLAI","ACTIVA2: PROGRAMA DE PREVENCIÓN DE DROGODEPENDENCIAS EN JÓVENES CON METODOLOGÍA 2.0","37691,45",,,
"PERSONAS CON DROGODEPENDENCIA","PROGRAMAS DE PREVENCIÓN EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS, ESPECIALMENTE EL ALCOHOL EN LOS MENORES, QUE PRECISEN DE INTERVENCIONES ESPECÍFICAS DIRIGIDAS A LA PROMOCIÓN DE ESTILOS DE VIDA SALUDABLES","G-84392810","FUNDACIÓN ATENEA GRUPO GID","ANTENA DE RIESGOS. PROGRAMA PARA LA PREVENCIÓN SELECTIVA CON MENORES EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS","30704,99",,,
"PERSONAS CON DROGODEPENDENCIA","PROGRAMAS DE PREVENCIÓN EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS, ESPECIALMENTE EL ALCOHOL EN LOS MENORES, QUE PRECISEN DE INTERVENCIONES ESPECÍFICAS DIRIGIDAS A LA PROMOCIÓN DE ESTILOS DE VIDA SALUDABLES","G-78005386","UNIÓN ESPAÑOLA DE ASOCIACIONES Y ENTIDADES DE ATENCIÓN AL DROGODEPENDIENTE","PREVENCIÓN DE PROBLEMAS GENERADOS POR EL CONSUMO DEL ALCOHOL, CANNABIS Y COCAÍNA EN POBLACIÓN ADOLESCENTE Y JUVENIL","148001,36",,,
"PERSONAS CON DROGODEPENDENCIA","PROGRAMAS DE PREVENCIÓN EN ENTORNOS VULNERABLES AL CONSUMO DE DROGAS, ESPECIALMENTE EL ALCOHOL EN LOS MENORES, QUE PRECISEN DE INTERVENCIONES ESPECÍFICAS DIRIGIDAS A LA PROMOCIÓN DE ESTILOS DE VIDA SALUDABLES","G-78005386","UNIÓN ESPAÑOLA DE ASOCIACIONES Y ENTIDADES DE ATENCIÓN AL DROGODEPENDIENTE","SENSIBILIZACIÓN, INFORMACIÓN Y APOYO A LAS FAMILIAS PARA INTERVENIR PREVENTIVAMENTE","163869,44",,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-60427523","ACTUAVALLÈS-ACTUEM CONTRA EL VIH/SIDA","CAFÉ+: ACOGIDA, APOYO SOCIAL Y PSICOLÓGICO PARA PERSONAS QUE CONVIVEN CON EL VIH",12000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-80672694","APOYO POSITIVO","ATENCIÓN PSICOSOCIAL PARA PERSONAS AFECTADAS POR VIH",34000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-80672694","APOYO POSITIVO","ORIENTACIÓN Y ASESORAMIENTO SOCIOLABORAL Y FORMATIVO",31000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-34136390","ASOCIACIÓN COMITÉ CIUDADANO ANTISIDA DE PALENCIA","APOYO A PACIENTES Y FAMILIAS DE SEROPOSITIVOS",8000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-47287909","ASOCIACIÓN COMITÉ CIUDADANO ANTISIDA DE VALLADOLID","APOYO A PACIENTES Y FAMILIAS CON PERSONAS AFECTADAS POR VIH/SIDA",16000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-50568005","ASOCIACIÓN PARA LA AYUDA A PERSONAS AFECTADAS POR EL VIH. OMSIDA","ATENCIÓN PSICOSOCIAL A PERSONAS AFECTADAS POR VIH/SIDA",21500,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-79267936","ASOCIACIÓN PROYECTO HOMBRE","APOYO A PACIENTES Y FAMILIAS CON PERSONAS AFECTADAS POR EL VIH/SIDA",53808,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-46995536","ASOCIACIÓN VALENCIANA CONTRA EL SIDA. AVACOS","LAZOS: APOYO HOSPITALARIO Y DOMICILIARIO PARA PERSONAS AFECTADAS POR EL VIH/SIDA Y SUS CUIDADORES, Y ORIENTACIÓN E INSERCIÓN SOCIOLABORAL PARA PERSONAS SEROPOSITIVAS",25000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-46995536","ASOCIACIÓN VALENCIANA CONTRA EL SIDA. AVACOS","INSERCIÓN SOCIOLABORAL PARA MUJERES QUE VIVEN CON EL VIH/SIDA",15000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","R-02800560-A","CÁRITAS ESPAÑOLA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA",142000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-26179176","COMISIÓN CIUDADANA ANTI-SIDA DE LA RIOJA","SERVICIO DE AYUDA A DOMICILIO",28000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","V-46666897","COMITÉ CIUDADANO ANTISIDA DE LA COMUNIDAD VALENCIANA","ESTANCIA Y SERVICIO DE COMEDOR PARA PERSONAS SIN RECURSOS Y AFECTADAS POR VIH",28000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","V-46666897","COMITÉ CIUDADANO ANTISIDA DE LA COMUNIDAD VALENCIANA","SERVICIO DE APOYO A INFECTADOS Y FAMILIARES DE VIH/SIDA EN EL DOMICILIO",13000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","V-46666897","COMITÉ CIUDADANO ANTISIDA DE LA COMUNIDAD VALENCIANA","PROGRAMA NAYF - ATENCIÓN ESPECIALIZADA A MENORES AFECTADOS POR EL VIH",11000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","V-46666897","COMITÉ CIUDADANO ANTISIDA DE LA COMUNIDAD VALENCIANA","VIVIENDA TUTELADA ""FARO II ""PARA PERSONAS DISCAPACITADAS, AFECTADAS POR VIH EN AMPLIO RIESGO DE EXCLUSIÓN SOCIAL",17000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-49149206","COMITÉ CIUDADANO ANTISIDA DE ZAMORA","APOYO A PACIENTES Y FAMILIAS CON PERSONAS AFECTADAS POR EL VIH/SIDA",10000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-49149206","COMITÉ CIUDADANO ANTISIDA DE ZAMORA","APOYO A LA INSERCIÓN SOCIOLABORAL DE PERSONAS SEROPOSITIVAS Y ENFERMOS DE SIDA",5000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-83525220","COORDINADORA ESTATAL DE VIH-SIDA. CESIDA","PROGRAMA SUPRATERRITORIAL PARA LA INSERCIÓN LABORAL DE LAS PERSONAS CON VIH",37400,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-62659230","CREACIÓN POSITIVA (PERSONAS CON VIH DESDE LA PERSPECTIVA DE GÉNERO)","INFORMACIÓN, ATENCIÓN Y SOPORTE EMOCIONAL PARA LA PREVENCIÓN DEL VIH EN MUJERES PRIVADAS DE LIBERTAD",15000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-62659230","CREACIÓN POSITIVA (PERSONAS CON VIH DESDE LA PERSPECTIVA DE GÉNERO)","PREVENCIÓN Y ATENCIÓN A MUJERES Y HOMBRES QUE VIVEN CON VIH DESDE LA PERSPECTIVA DE GÉNERO",22000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","Q-02866001-G","CRUZ ROJA ESPAÑOLA","AYUDA A DOMICILIO SIDA",582990,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","Q-02866001-G","CRUZ ROJA ESPAÑOLA","APOYO PSICOSOCIAL A MENORES AFECTADOS POR EL VIH",65000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","Q-02866001-G","CRUZ ROJA ESPAÑOLA","APOYO A FAMILIAS ENFERMOS DE SIDA",30000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-96363460","FUNDACIÓN DEL MOVIMIENTO CIUDADANO ANTISIDA. FUNSIDA","APOYO A PACIENTES Y FAMILIAS CON PERSONAS AFECTADAS POR EL VIH/SIDA",15000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-96363460","FUNDACIÓN DEL MOVIMIENTO CIUDADANO ANTISIDA. FUNSIDA","IOAPS (INFORMACIÓN, ORIENTACIÓN Y ATENCIÓN PSICOSOCIAL)",14500,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-60879301","FUNDACIÓN LUCÍA PARA EL SIDA PEDIÁTRICO (FLUSIP)","PROGRAMA AYUDA: ASISTENCIAL PARA NIÑOS, ADOLESCENTES, JÓVENES Y FAMILIAS INFECTADOS Y/O AFECTADOS POR EL VIH/SIDA. DE FORMACIÓN Y DIVULGACIÓN FORMATIVA Y PREVENCIÓN DEL VIH",8000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-28979136","FUNDACIÓN TOMILLO","SERVICIO DE AYUDA A DOMICILIO A ENFERMOS DE VIH/SIDA",48000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-61332284","GRUPO DE TRABAJO SOBRE TRATAMIENTOS DEL VIH GTT","SERVICIOS DE CONSULTAS PERSONALIZADAS Y CONFIDENCIALES SOBRE LA INFECCIÓN POR VIH Y SUS TRATAMIENTOS",15000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-59447201","STOP SIDA","ATENCIÓN INTEGRAL A HSH QUE VIVEN CON EL VIH",10000,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-98243611","TRABAJANDO EN POSITIVO","CONSTRUYENDO EL FUTURO DE LAS PERSONAS EN RIESGO DE EXCLUSIÓN SOCIAL A TRAVÉS DEL EMPLEO",92052,,,
"PERSONAS AFECTADAS POR EL SIDA","APOYO A PERSONAS AFECTADAS POR EL VIH/SIDA","G-78005386","UNIÓN ESPAÑOLA DE ASOCIACIONES Y ENTIDADES DE ATENCIÓN AL DROGODEPENDIENTE","APOYO A PACIENTES Y FAMILIAS CON PERSONAS AFECTADAS POR EL VIH/SIDA",178800,,,
"PERSONAS AFECTADAS POR EL SIDA","PROGRAMAS DE CREACIÓN Y MANTENIMIENTO DE ALOJAMIENTOS DE ACOGIDA Y/O DE INSERCIÓN SOCIAL","G-59435180","ABD ASOCIACIÓN BIENESTAR Y DESARROLLO","CAMS: CASA DE ACOGIDA PARA PERSONAS AFECTADAS POR EL VIH/SIDA",45000,,,
"PERSONAS AFECTADAS POR EL SIDA","PROGRAMAS DE CREACIÓN Y MANTENIMIENTO DE ALOJAMIENTOS DE ACOGIDA Y/O DE INSERCIÓN SOCIAL","G-60427523","ACTUAVALLÈS - ACTUEM CONTRA EL VIH/SIDA","PISO DE ACOGIDA ACTUAVALLÉS: REINSERCIÓN SOCIAL Y LABORAL PARA PERSONAS QUE CONVIVEN CON EL VIH/SIDA EN SITUACIÓN DE EXCLUSIÓN SOCIAL",18000,,,
"PERSONAS AFECTADAS POR EL SIDA","PROGRAMAS DE CREACIÓN Y MANTENIMIENTO DE ALOJAMIENTOS DE ACOGIDA Y/O DE INSERCIÓN SOCIAL","G-00000012","AGRUPACIÓN DE ASOCIACIÓN MADRID POSITIVO Y DE ASOCIACIÓN ÁMBIT PREVENCIÓ","VIVIENDAS POSITIVAS (PISOS SOCIO-SANITARIOS PARA POBLACIÓN VIH/SIDA ALTAMENTE VULNERABLE)",85000,,,
"PERSONAS AFECTADAS POR EL SIDA","PROGRAMAS DE CREACIÓN Y MANTENIMIENTO DE ALOJAMIENTOS DE ACOGIDA Y/O DE INSERCIÓN SOCIAL","G-80672694","APOYO POSITIVO","PISO DE APOYO A LA ESTABILIZACIÓN PARA PERSONAS QUE VIVEN CON EL VIH.",20000,,,
"PERSONAS AFECTADAS POR EL SIDA","PROGRAMAS DE CREACIÓN Y MANTENIMIENTO DE ALOJAMIENTOS DE ACOGIDA Y/O DE INSERCIÓN SOCIAL","G-29443728","ASOCIACIÓN CIUDADANA ANTISIDA DE MÁLAGA","CASA DE ACOGIDA PARA PERSONAS SEROPOSITIVAS EN EMERGENCIA SOCIAL",16000,,,
"PERSONAS AFECTADAS POR EL SIDA","PROGRAMAS DE CREACIÓN Y MANTENIMIENTO DE ALOJAMIENTOS DE ACOGIDA Y/O DE INSERCIÓN SOCIAL","G-15438955","ASOCIACIÓN FASE DE ENCUENTRO","CREACIÓN Y MANTENIMIENTO DE CASA DE ACOGIDA",30000,,,
"PERSONAS AFECTADAS POR EL SIDA","PROGRAMAS DE CREACIÓN Y MANTENIMIENTO DE ALOJAMIENTOS DE ACOGIDA Y/O DE INSERCIÓN SOCIAL","G-79186466","BASIDA","MANTENIMIENTO PARA CASA DE ACOGIDA PARA ENFERMOS VIH/SIDA EN SITUACIÓN DE EXCLUSIÓN SOCIAL O CON PROCESOS CLÍNICOS O INMUNOLÓGICOS SEVEROS",215000,,,
"PERSONAS AFECTADAS POR EL SIDA","PROGRAMAS DE CREACIÓN Y MANTENIMIENTO DE ALOJAMIENTOS DE ACOGIDA Y/O DE INSERCIÓN SOCIAL","R-02800560-A","CÁRITAS ESPAÑOLA","CREACIÓN Y MANTENIMIENTO DE ALOJAMIENTOS DE ACOGIDA Y/O DE INSERCIÓN SOCIAL",485000,,,
"PERSONAS AFECTADAS POR EL SIDA","PROGRAMAS DE CREACIÓN Y MANTENIMIENTO DE ALOJAMIENTOS DE ACOGIDA Y/O DE INSERCIÓN SOCIAL","V-61781795","COMITÉ 1R DE DESEMBRE PLATAFORMA UNITÀRIA D`ONG-SIDA DE CATALUNYA","CREACIÓN Y MANTENIMIENTO CASAS DE ACOGIDA",12000,,,
